,DG(12:0_12:0),DG(16:0_18:1),DG(16:0_18:2),DG(16:0_18:3),DG(16:1_18:3),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_18:3),DG(18:1_2:0),DG(18:2_18:2),DG(18:2_18:3),DG(18:3_18:3),DGDG(16:0_18:1),DGDG(16:0_18:2),DGDG(16:0_18:3),DGDG(18:0_18:2),DGDG(18:0_18:3),DGDG(18:2_18:3),DGDG(18:2_18:4),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0_18:1),MGDG(16:0_18:3),MGDG(18:2_18:2),MGDG(18:2_18:3),MGDG(18:3_18:3),SQDG(16:0_14:0),SQDG(16:0_16:0),SQDG(16:0_18:1),SQDG(16:0_18:2),SQDG(16:0_18:3),SQDG(16:1_18:3),SQDG(18:0_18:3),SQDG(18:1_18:3),SQDG(18:2_18:3),SQDG(18:3_18:3),TG(10:0_10:0_10:0),TG(10:0_12:0_14:0),TG(10:0_12:0_16:0),TG(10:0_14:0_16:0),TG(10:0_16:0_16:0),TG(12:0_12:0_12:0),TG(12:0_12:0_14:0),TG(12:0_12:0_18:1),TG(12:0_14:0_16:0),TG(12:0_14:0_18:1),TG(12:0_16:0_16:0),TG(12:0_16:0_18:1),TG(12:0_16:0_18:3),TG(12:0_18:1_18:3),TG(12:0_18:2_18:3),TG(14:0_14:0_16:1),TG(14:0_14:0_18:0),TG(14:0_16:0_18:1),TG(14:0_18:1_18:2),TG(14:0_18:1_18:3),TG(14:0_18:2_18:3),TG(14:0_18:3_18:3),TG(16:0_16:0_16:0),TG(16:0_16:0_18:1),TG(16:0_16:0_20:1),TG(16:0_18:0_18:2),TG(16:0_18:1_18:2),TG(16:0_18:1_18:3),TG(16:0_18:1_20:0),TG(16:0_18:1_20:2),TG(16:0_18:1_22:0),TG(16:0_18:2_18:3),TG(16:0_18:3_18:3),TG(16:1_16:1_22:5),TG(16:1_20:1_20:2),TG(18:0_18:2_18:2),TG(18:0_18:2_20:1),TG(18:0_18:2_22:0),TG(18:1_18:1_20:3),TG(18:1_18:2_18:2),TG(18:1_18:2_18:3),TG(18:1_18:3_22:0),TG(18:1_20:3_22:0),TG(18:2_18:2_18:4),TG(18:2_18:2_22:1),TG(18:2_18:3_20:3),TG(18:2_20:2_22:2),TG(18:2_20:3_22:0),TG(18:3_18:3_18:3),DG(18:0_18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0_18:2),PC(14:0_14:0),PC(14:0_18:0),PC(14:0_18:2),PC(14:0_18:3),PC(14:0_22:5),PC(14:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(16:0_18:3),PC(16:0_20:3),PC(16:0_20:4),PC(16:0_20:5),PC(16:0_22:5),PC(16:0_22:6),PC(16:1_16:1),PC(16:1_18:2),PC(18:0_18:1),PC(18:0_18:2),PC(18:0_18:3),PC(18:0_20:2),PC(18:0_20:3),PC(18:0_20:4),PC(18:1_16:0),PC(18:1_18:1),PC(18:1_18:2),PC(18:1_20:1),PC(18:1_20:4),PC(18:1_24:1),PC(18:2_20:0),PE(12:0_12:0),PE(14:0_22:6),PE(16:0_18:0),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_18:3),PE(16:0_20:4),PE(16:0_20:5),PE(18:0_18:2),PE(18:2_18:2),PE(18:2_18:3),PE(18:3_18:3),PG(16:0_16:0),PG(16:0_18:1),PS(18:0_18:2)
PI576373_control,2870909.784,1376788.116,4074569.025,1933454.847,38948.41318,656573.0362,228035.2151,1218158.403,307191.5943,1576575.529,1088943.639,58072926.62,517730.3631,1087219.138,20979657.28,200720.2362,3826435.59,613909.9875,46169221.48,972760.3082,716060.3974,1313145.931,331765.7677,3924890.181,68886.02584,11132325.97,3828316.718,10294527.41,157448766,31026.66298,2707956.996,90294.36645,239994.583,8671032.263,71900.0899,467690.193,188220.528,456330.5756,4723347.039,13166.53883,166522.6716,82245.60604,82670.20869,34519.03297,241721.1733,164491.1932,2876.71033,117178.6613,4813.433646,18754.28598,47375.22081,8500.77038,3285.899047,23508.29292,9626.866198,36665.10096,62229.44534,251071.8837,23056.06403,12219.9303,8457.650665,3084309.668,138134.8535,71842.11929,398467.8088,584899.6223,917555.2771,27082.04482,184301.1866,15936.43571,1284927.343,791476.1287,2612801.911,21714.95822,348417.6017,6553.260533,7395.763655,18230.56671,487301.1931,631892.0057,3965.425699,8066.721331,886340.4955,6076.800891,9868.215502,6806.746317,13613.51506,342994.6153,114601.7252,451568.3552,240792.3635,37735.26684,68740.65931,36499.25322,661523.114,91532.82164,48996.35922,413990.8571,2446622.862,398868.6819,20142207.26,18487963.92,48368354.36,19296227.92,3322395.731,12446560.31,14431834.11,51971.56716,190800.2593,127625.0644,418187.789,216884.9702,4872295.726,867602.9907,92582.71863,141283.3652,48157.35865,11879123.73,1677711.585,942909.2366,131459.0941,105708.0823,71696.38113,111115.0993,350221.8634,169471.9066,93317.90626,4296634.472,18592351.33,2290132.982,5197752.944,1606387.552,492114.201,3595473.736,1669761.746,852653.9871,883333.9052,1529766.002,50258.41594
PI576375_control,3067414.542,1452911.044,3478796.836,1076946.897,24043.13775,581627.9655,391318.0098,1328697.945,259526.9544,1772382.371,677499.068,45282532.8,653430.4014,1821020.45,13943698.66,401052.0921,2088205.64,795125.0947,34155858.94,972628.8558,471894.4179,1163255.917,191571.2431,3018212.608,89222.18612,8117824.228,4334008.599,9018663.893,129175608.8,17616.40921,1660265.037,111788.6004,325791.2899,5438686.104,49692.65837,259833.0963,194543.6895,385322.3626,2963017.762,19670.18689,237480.6509,132745.1854,119936.8076,37454.51959,352375.7155,265490.3275,11775.48491,157322.1378,9341.966695,15673.56565,23518.56287,7687.466686,7922.842695,19209.75267,18683.93527,24490.32134,21216.35071,78679.43951,17874.12846,11581.613,4809.265809,2045921.107,62096.09049,28679.33182,162714.0929,332719.4813,634515.3193,13989.62835,100108.1487,11845.02288,660724.3162,373787.8739,2265003.841,14978.18815,209670.6876,4075.335132,2401.573155,26741.97703,323359.9745,920633.9847,3055.282367,2800.030356,574196.2752,1810.988255,6744.598662,1987.917353,3951.757877,214996.8629,169970.6481,253230.3556,80522.16758,28603.21953,85004.53139,20157.23323,545062.3671,38288.33266,24692.16147,130309.138,1427988.422,299496.6623,20159576.85,9559260.612,52581894.86,7233878.029,3373200.813,11397898.66,9439686.251,52714.41728,224300.5965,83522.8153,99617.59193,201079.3092,4001466.87,506570.0902,123794.1122,191584.5213,59577.97287,5610286.525,1405152.495,1118594.374,132405.0836,123861.8889,90460.57038,90752.25846,352670.3663,72651.25446,55759.01361,3283336.011,17165846.03,1109993.848,3627606.329,837468.955,441440.6609,2782123.373,864068.313,592163.9787,630027.5777,1593354.707,25817.55001
PI576376_control,2481237.409,860289.2337,2749547.668,1401245.93,27048.01111,456665.4383,195220.5145,785966.5927,216780.0072,1010899.388,771110.0022,48024943.54,378067.5187,834678.6993,13732993.05,168898.6005,1955316.011,470427.9786,36469371.7,648045.5711,512548.9121,913330.8354,189388.9232,3062234.223,56190.0604,7029244.83,2340080.697,6903356.681,131785725,19056.85947,1868011.006,68582.49641,195221.7199,5363512.727,35920.17242,246599.8064,119427.1938,295014.3632,2950439.776,15439.74257,160968.9334,87525.9856,85241.6438,31584.00725,245242.7255,175051.9724,5451.696694,116824.4079,7645.8208,12831.16193,20442.27769,8100.475377,7797.01762,18341.43148,15291.64153,21596.77424,27253.74829,125569.6086,14434.62326,15044.42774,7993.752081,2007567.208,81729.45679,44615.22114,245958.3372,418696.6887,617339.7566,14025.95537,179686.9199,20569.82248,864183.2682,608821.2625,2392263.656,9614.399957,276483.2138,4103.979679,2558.493345,11200.30948,345868.9258,560989.5636,1799.774297,2987.131089,841570.5371,1977.452198,5905.696776,2329.491039,5313.932369,350828.0056,79654.02206,338289.1742,137454.4596,31771.46382,65555.55855,10078.00827,681733.726,31302.30642,25076.00382,329417.8556,1777665.354,448568.3235,18772012.75,8609225.617,45284258.17,12545107.47,2543752.097,5617765.82,8681670.953,36872.59908,128890.8976,46579.48297,307724.1225,126460.0941,2528880.168,627014.602,79059.23059,58991.05401,42452.88405,5188653.868,869977.9614,995426.3854,89990.70069,64522.63043,74740.60088,73176.43712,253653.5655,107768.543,60375.84123,2670580.775,12250616.96,1512022.961,3043367.834,941308.6219,281319.6102,2105648.904,980711.9742,670129.9541,643605.3405,940912.1595,29507.91639
PI576380_control,4027719.685,1512132.939,4340303.054,1534540.068,30982.3148,777980.257,323603.1557,1298937.273,359361.2529,1779106.217,882190.942,53429183.89,866577.5262,2611401.653,18112135.78,507334.2366,2599419.354,828440.7847,40606386.51,1420822.046,592940.8845,1555960.598,240184.9978,3660512.943,73731.99893,10560309.08,4472178.795,10147846.26,148891714.3,18691.61407,2189855.158,102817.1422,300553.1104,7227635.448,68503.09362,317068.6595,195174.8549,416618.0036,3965057.001,14347.83045,214807.1086,106744.804,107269.861,31681.82485,327257.7758,213489.6021,6995.643826,138886.5552,6936.595954,18794.29682,24781.53516,6477.166285,5264.401146,16455.02495,13873.1921,24200.38829,19396.63188,106895.8151,13185.90863,10216.68328,4314.990394,2559391.856,69249.76308,32503.95446,168963.9219,304384.9326,564550.5792,15620.38552,100357.0323,18381.51431,709691.577,443655.3675,2142903.881,18349.92412,182084.3494,4369.768517,6997.447765,17574.19742,248794.3698,652305.6826,6451.955872,7420.914371,602107.2806,5731.605897,6358.754549,3934.887415,10211.21456,243165.2977,168316.7414,298668.6742,88593.70355,25337.01116,64766.94397,27519.72523,669668.5393,145942.5731,166677.6839,213042.7482,2141960.79,377051.8252,29990188.38,12765216.75,81009431.02,9538309.393,3240858.179,13900528.98,13608073.44,45963.88808,235338.4343,372282.454,113130.0649,198984.0141,5130588.534,725826.7764,118387.1416,176778.792,78491.63468,7301305.138,1777617.933,834693.8925,128755.3665,112985.7132,154030.0314,96919.22859,514800.5908,103778.5295,75350.83983,4056063.28,23679685.93,1773435.605,4695900.16,1179087.308,485853.7585,3504222.772,1213565.606,718380.0776,678929.2698,1521902.403,39519.28077
PI576381_control,2337726.835,703511.2566,2384718.222,1208482.93,18669.54248,428986.6954,150518.1458,612224.5977,200579.9952,828884.2237,636882.4378,47417732.77,350003.4499,840790.7355,13049555.64,202925.5938,1937928.897,484863.0854,35115512.39,603510.2586,442661.7925,857973.366,151924.315,3054934.237,34436.85376,6747685.133,2202759.047,6594921.68,133207805.9,15727.6379,1569858.501,54284.07698,212385.4209,5273564.672,34416.08784,252948.0643,126128.0307,315985.8508,2952759.607,2844.62835,24619.18672,16220.97015,18224.1802,5116.244698,43723.68354,32441.94268,1625.484578,23372.01901,1435.493925,6423.937238,13435.56294,5698.974488,3565.601851,11696.13668,2870.98779,11125.5189,11416.03074,131034.6242,10212.51267,9715.911297,5383.572833,1838076.944,66433.84961,32870.00216,212490.8024,349802.2694,484673.8396,11151.3004,94751.24363,17613.94259,726811.423,563857.8109,1963637.723,9331.380921,196732.8251,2551.279541,2999.999885,12900.23116,280476.7659,440150.3534,1728.684193,2423.509988,673498.7304,1740.403877,4992.131588,2280.419867,5090.029289,309326.1567,71673.4995,261288.3888,134545.0434,24665.03464,65801.82049,6494.117809,378075.9842,22383.59418,20114.24536,255652.6789,1434430.552,217761.0991,14284973.23,6181727.719,33240377.56,8424353.135,1436993.451,5373241.171,5497716.687,23128.78677,73243.01289,35503.75706,174742.417,88846.91524,1920094.439,556484.4339,63504.64592,49682.66609,22371.09552,3899757.255,654760.5253,263358.9063,71144.20679,37569.47437,50050.74766,58953.4113,202978.7816,94266.11258,58491.82115,2157745.398,10322760.24,1366149.112,2537366.562,820528.1951,250412.601,1719685.923,852581.6694,630720.4554,572493.6252,789732.4018,22418.0595
PI576385_control,2425296.467,881839.1191,3041670.747,1722888.612,35222.01511,528728.1902,155245.7642,891331.431,244902.3128,1100084.174,887728.891,52663756.92,325866.6983,812367.1641,15943632.94,184938.8199,2796668.905,404174.1048,37752808.96,614136.0438,588046.7518,1057456.274,246699.0672,3417635.576,55626.6877,9758662.817,2403135.445,5614409.978,142711713.1,21716.10061,2054713.336,74323.88863,214159.0059,6002336.569,38405.47468,330775.1075,128089.1047,300331.4322,3277584.948,7507.511165,85353.27322,51278.71858,50265.19115,15700.69144,126286.3981,102557.4365,2811.336432,65939.19758,6557.987522,13101.82213,50346.08811,11703.37753,5510.80716,24658.32578,13115.97705,29254.37696,40785.51496,158168.533,14864.06529,9992.172887,11080.89479,2274557.694,96586.19668,43170.9207,216497.4866,389009.8618,489240.6062,16914.59486,100666.868,30900.0226,743585.8714,633724.1145,1922281.422,9689.389275,167254.4381,1954.610528,2797.907589,10958.16815,227820.1416,449516.6034,2024.404431,3446.836656,640166.5063,3143.007047,4353.955223,3107.748811,5602.828734,290064.5491,78500.85577,518017.2922,317023.1715,47100.05579,74820.4981,22290.04523,621883.4444,43629.48079,26357.09289,213001.6291,2831318.438,332472.2536,24404596.52,8096110.886,64770107.28,16450169.36,2581313.425,7518500.055,14084206.95,58956.47979,114177.4985,83946.83361,160583.7209,200825.5853,5494245.907,608671.7795,92941.38215,43414.59331,49325.80085,4871413.721,1870041.48,893142.6977,115530.1169,97308.79152,156510.8791,91863.42762,251719.7693,190748.8337,70431.85185,2742073.349,14408768.89,1905655.476,3713351.485,1426888.118,312320.2911,2282857.483,1501744.67,806233.4524,618599.8719,1136776.001,38832.18036
PI576386_control,3034943.727,1060937.026,3074788.003,1487049.675,51712.81475,512496.1964,262368.2125,1044329.19,240157.2575,1369810.503,854899.9727,54064052.75,616777.2,1276465.664,17073406.83,253292.3066,2588260.97,572442.8264,40664661.74,851916.8902,593850.8576,1024992.324,217739.321,3394014.835,61149.42485,9773623.124,3213555.808,8126173.468,149236236.3,25410.2107,2457372.263,86238.63237,275672.4723,7416296.507,48079.38629,385533.3813,168961.0668,402281.2329,4141041.476,24823.60718,215352.9448,115522.8043,127139.698,39071.05024,325558.1758,231045.6085,13783.39867,166160.7373,11124.44497,18930.36733,23856.60051,5746.270844,7722.127407,18888.11802,22248.88446,26260.34378,31747.43636,174520.6499,24056.07522,13858.27717,7982.686338,2515053.912,93435.15581,57831.34976,313483.0037,880841.6403,846064.3282,30187.45406,247445.8452,21938.3253,1265279.73,987241.9138,3134131.654,12822.11826,416254.1775,10974.29993,6446.824067,18400.90521,494568.6853,869912.0234,5517.513333,5334.312042,996817.8479,5859.497567,9239.977661,5324.779457,9520.884494,430002.4301,113603.0906,386006.7127,91193.882,38671.6701,96107.46644,13492.44058,357900.5419,31165.50839,21158.70468,195960.8224,1358875.728,202993.9797,14987410.82,6818054.431,39609115.88,9755196.424,2163911.654,6321414.386,7496040.511,29015.67311,92260.24734,58156.62161,181030.8576,123083.0725,2108688.868,741828.063,65743.47128,85445.58958,44613.86061,4133424.173,725467.3143,576033.8023,82534.16475,52076.10285,40122.48117,71157.1294,362148.1445,96296.01502,75039.3776,2233372.937,11806934.49,1262960.925,2708440.887,859935.4944,286833.5179,1849708.129,892771.6145,723830.6771,653205.4147,1081321.934,15959.48958
PI576387_control,2430882.999,553374.5141,1959206.741,953790.3812,20549.29375,455386.8473,128207.3422,553165.6854,210285.9074,693041.8966,512551.9576,40519794.83,287124.1773,721913.8474,11146495.57,152344.0517,1527382.491,373175.6839,29383850.33,549273.9453,389151.8476,910773.7556,131597.763,2515295.527,30840.50222,5316163.291,1698576.886,4581355.785,114210163.7,18919.50726,1572819.774,61023.51648,191745.8319,4927537.939,30025.80498,215899.9854,110787.9969,263633.9623,2698445.298,3799.108486,28407.61517,18821.35088,17783.29893,5895.326254,45452.86614,37642.70546,1609.518604,23709.72206,1595.763864,5447.497479,12657.77244,4012.566186,2321.670978,8593.486334,3191.527687,16251.87897,9935.476257,70784.65239,7051.064132,6568.932967,3642.043889,1413937.931,62833.17976,33755.78712,174421.6977,324749.088,369705.3011,11329.2153,107934.511,11922.04753,503586.4259,355056.9164,1554267.562,8649.302115,173275.4932,2534.067099,2192.27001,8695.835448,179763.2654,397799.9936,4215.298409,3541.527823,524938.4458,1535.428192,4172.669577,1645.412057,4227.88816,220732.5918,57719.63502,269676.2238,82680.54951,27643.6341,82218.30075,6081.269211,348973.9469,23840.41451,16248.17708,232444.744,1003684.767,206235.4518,11102500.36,6037448.169,28537309.39,5567692.906,1218623.626,4267120.909,4533364.886,23086.94972,61500.79821,37156.69926,139417.7366,82543.69115,1679561.665,331440.3426,64763.34463,44407.2155,22856.54125,3564178.916,576870.2649,430597.6477,70882.42614,39352.52963,85137.94779,58127.08469,222494.1273,64773.24449,77113.26333,1640948.492,8338628.664,974910.111,1950385.38,608751.7129,191685.944,1339809.942,636774.6725,531859.5822,410580.2224,697699.7627,11164.04175
PI576390_control,3275915.169,865382.3502,2389896.063,901553.006,29421.86202,437061.5875,238833.7864,794038.5877,200445.4109,1065446.861,562081.8373,44359189.71,607864.3243,1059653.836,11892375.78,263977.3071,1878004.619,602352.8086,31396338.95,816718.7036,471955.0467,874123.1253,179472.5017,2767277.065,56259.49376,6843649.893,3396943.313,6380491.174,123885526.9,15084.11137,1586424.644,69991.14123,251355.9218,4699907,39368.41503,232659.8403,139885.1414,309442.7495,2520962.375,5281.948537,44141.52735,27276.79397,29263.68321,8607.952072,74161.00501,54553.58759,2778.738883,37855.65613,3095.357358,6590.615313,11166.32056,4219.940663,3889.302421,10095.2608,6190.713938,15116.00447,11861.57112,76966.46137,10534.2874,7277.304405,3683.738849,1734434.903,55971.79698,30517.85834,178956.2105,399004.1072,442894.8011,13779.73567,117153.8906,8995.728013,579956.1533,393602.8429,1839598.368,9319.185776,166059.2916,3439.341795,2522.135763,13394.49762,208531.8091,544402.6556,1757.108736,2590.866041,558740.7184,1951.05014,4546.415459,1942.804648,4581.906294,228018.2753,76237.12007,279318.87,81207.67259,28802.83981,70081.96932,4264.424245,378357.2871,42156.61952,29088.90202,121567.536,823465.4297,219993.9772,15980746.58,11111968.47,41393316.94,7056977.252,2222822.543,7973605.214,5985517.979,39586.90264,182674.3533,84192.60555,100233.2994,162332.149,2733288.984,594675.8771,94906.80309,98386.12944,52003.80154,6818672.214,958797.5266,365035.8137,106357.2281,86935.77139,35810.17095,90194.34792,332762.7324,68616.49829,75849.09346,2565829.626,11806359.06,1054293.355,2810444.982,735752.6458,314787.2874,2081142.994,757474.3934,575126.2665,502578.6271,967401.12,11837.27
PI576391_control,5725539.749,918840.8214,2597643.705,1087113.473,21745.57628,1073955.815,281598.1794,805798.224,501596.1116,1060134.695,578213.0376,44333572.9,537988.1614,1216579.46,12458260.18,229729.8379,1642401.982,545399.5913,31193104.93,1725244.915,614798.0895,2147912.119,186295.6799,2895879.832,74406.33878,7616974.462,3661938.978,6819513.162,123919871.9,17500.6285,1675197.479,90993.70063,276515.7209,4693207.033,35215.005,191712.4456,137354.2095,288498.3179,2810686.573,6644.883534,45344.27446,26491.76106,30519.79583,8495.910924,75867.269,52983.52417,2928.043853,38969.42316,2266.756231,5532.203758,12105.39366,4159.674459,2467.128089,9556.860848,4533.512125,12129.06497,10979.56209,79617.17023,8307.962698,5762.609884,4047.82853,1849073.929,52760.12077,24466.04785,152521.8438,283023.9032,362613.4051,10089.41965,122972.5688,8310.115048,525972.7293,387520.1347,1465853.616,7015.781418,140431.0802,2269.043264,1742.247415,8237.717689,154807.7948,382110.9229,1215.132497,2230.025848,498090.5252,1490.584526,4358.82243,1970.317773,3798.25309,215306.4983,62225.90282,315223.7847,95845.57322,25436.17417,87261.06139,5382.869329,356122.0141,40676.38531,30088.28122,152496.9891,996608.0977,201538.9099,12104779.57,11014632.7,30055001.71,9268823.73,1903744.515,7151864.548,6921715.036,34872.33857,171356.7473,61779.77327,109453.0058,137001.6357,1745701.787,475482.6925,62797.17594,80457.52858,35295.32796,6225224.477,604881.4864,410365.8615,68080.32508,56741.63972,40259.43352,58252.53718,724631.2181,77371.9688,80804.25539,2620639.796,12330142.47,1219232.678,2835960.763,756831.0954,233143.2518,2087001.825,785502.8467,603643.9904,565009.6423,1073751.588,13402.99142
PI576393_control,2994405.446,901115.0383,3322090.736,1523158.034,28036.68219,563439.5356,225898.1111,939134.4593,271979.58,1217961.704,847212.971,53983786.75,623018.9083,1610216.467,16954632.37,341938.6975,2616225.158,726416.2029,38899473.52,847722.3367,593890.6336,1126878.85,222819.5533,3412335.252,62823.03872,9331518.057,3265262.648,9338472.787,144282673.1,20044.39075,1884204.931,84269.78282,294777.2476,6863606.451,48718.29555,320250.2811,173852.3399,447294.1372,3680241.073,17990.28938,136329.2164,75445.30942,60609.972,27293.80529,224846.0557,150890.6694,6707.671414,87874.1827,3699.019235,10327.58045,20732.26633,7897.008848,7394.35254,23575.10708,7398.038595,18364.5963,15012.16656,140858.5396,18720.02631,12554.02968,4998.358205,2107390.95,103805.9337,43315.36761,286187.3652,606688.0231,592061.7779,11381.32635,166196.094,10363.6665,711083.5494,466572.5569,1600957.678,9077.308716,256690.8952,4457.061001,2451.355017,11817.22238,243792.5523,414219.6389,1489.356059,2709.616672,516378.1943,1655.444464,4496.614876,2067.347341,4031.271028,232139.5807,93380.76513,419926.3492,127817.8853,40672.80844,35083.65875,17545.3908,357636.4514,22385.00404,17057.45863,336121.4893,1940625.954,200492.3434,17259678.82,12047726.34,44831157.47,10306769.38,3053201.939,7464105.721,6658652.739,46123.5499,128613.6569,57810.00406,131164.3465,114034.8159,2616502.556,666135.7993,128559.2421,131957.2878,75680.02989,6974268.151,902624.0675,1377665.572,136814.6239,76171.75117,117224.6708,81098.9124,316109.9902,91553.43928,50984.49667,2578123.793,12860396.31,1311186.908,3072724.565,938786.9574,258141.4257,2135095.345,965588.745,684219.6206,549581.7144,988619.9568,18088.90742
PI576394_control,2815158.236,1026097.173,2746518.41,1186794.179,47061.73033,443735.2812,211159.4663,933019.4245,207469.942,1258167.961,793841.0147,52871478.94,526763.5262,1180177.102,16177595.03,259809.3736,2137521.184,558419.8845,37711317.36,738524.3817,530933.2301,887470.6119,205041.48,3263048.065,41014.3233,8326318.699,3254173.241,7889237.826,144312170.5,20095.18763,2012105.066,77979.8023,264834.1492,6823955.438,53219.96506,301732.8963,170026.4013,396197.134,3732910.714,12602.27798,67342.2626,38270.87335,45306.55637,11502.51548,115095.9316,76541.74644,4019.333407,56762.55939,2950.264117,7418.36892,17399.91762,6369.760048,5132.938685,12574.7557,5900.527775,14837.25985,12810.60715,118724.4228,16102.42744,10686.56779,3778.943225,2240526.633,65534.70196,35221.98962,193765.6811,351639.339,571680.4896,11800.20266,104940.191,23672.67696,824467.2201,572605.799,2496421.037,11052.87884,207458.778,3086.106777,3118.705044,15389.48872,264960.913,634947.0639,1586.233126,4068.508912,729400.1948,2697.8781,7517.522761,2446.146034,5420.5776,301411.8208,85624.7656,310726.122,82969.68627,32786.41307,91456.36615,10973.56421,319555.9087,25511.70186,18051.24009,166515.4824,1124733.41,187418.8123,12257349.02,8112605.053,32135803.32,7110319.682,1747165.553,5196873.389,6153132.743,39339.4974,88038.70973,47429.67727,143965.4683,108510.1591,1624964.067,426193.9111,71764.36445,66518.14942,44303.82565,4957602.263,561807.79,548896.9934,78727.49274,60820.71242,32276.98827,64264.82294,322766.3185,77011.06695,60342.1549,2292810.316,10758933.27,1072875.344,2659760.108,772361.9478,240882.4256,1889096.346,803783.8489,689645.5661,591192.4266,1025964.557,16189.24068
PI576396_control,2608219.337,893897.702,2550629.114,1113398.084,19694.47714,406852.134,204451.276,750691.1801,191332.8095,1012690.882,604020.7414,53473878.96,500392.6746,1191608.397,16349072.01,267787.5524,2334311.419,594682.5672,38301971.87,678618.8495,520325.6386,813704.2148,177329.4815,3414807.172,59536.12881,8461165.954,3042760.487,7301442.16,144784602.6,21362.0124,2201997.814,93326.75809,297206.9375,7000573.811,56053.35486,303701.9236,190182.0897,407764.6451,3628657.297,4118.234144,51030.16119,32584.10599,36965.90854,11877.13244,88276.7964,65168.21352,2169.493881,48877.51574,1978.024905,7942.821483,13035.90354,8329.121381,5358.803591,14817.66778,3956.049929,12434.57708,10867.5897,79881.69432,11499.1345,9648.085275,5157.707567,2196018.634,73461.98926,43169.95094,198155.0229,341228.5812,417227.7597,17263.63114,131237.2771,8951.707673,561174.4489,408313.315,1875050.277,7170.692057,201626.0813,3530.784314,3850.871355,9364.483841,224811.8357,479856.5716,1749.685918,2597.356212,570251.2433,1752.897091,4306.499617,2078.564607,4917.265429,245516.4318,61467.4562,214049.7657,77493.07702,22969.63075,59253.36762,14170.62348,510640.4516,29320.11741,16531.30221,131425.6447,1888375.359,275764.0966,17899335.51,26000889.95,46146890.37,10094509.03,2650680.677,9536389.482,7998024.809,42211.79953,103452.0492,52042.51645,91985.95958,175865.8497,2781766.066,413779.5828,113858.5219,166263.9345,44701.83063,13759533.18,942895.5832,1274543.558,125565.3063,57281.41101,654319.199,84138.94955,260410.1605,95048.36693,60291.09151,2610975.565,14708955.56,1329062.29,3089127.555,978489.5617,219540.0567,2106293.684,1006433.755,686070.4516,659702.6827,1081704.142,9665.923834
